feature,rows,missing_fraction,unique_count_sample,unique_fraction_sample,zero_fraction_finite,mean,std
feature_62,50000,0.02946000000000004,48512,0.9996908937292641,0.0,0.21820496022701263,1.196388602256775
feature_15,50000,0.028220000000000023,48567,0.9995472226224043,0.0,0.15421923995018005,1.0931901931762695
feature_64,50000,0.024399999999999977,48759,0.9995694956949569,0.0,0.1890435814857483,1.1443418264389038
feature_63,50000,0.023519999999999985,48805,0.9996108471243651,0.0,0.16911044716835022,1.1511809825897217
feature_73,50000,0.01093999999999995,49410,0.9991304875336178,0.0,-0.05701121687889099,0.8258740901947021
feature_74,50000,0.01093999999999995,49411,0.9991507087537662,0.0,-0.05487403646111488,0.8374666571617126
feature_32,50000,0.01093999999999995,49424,0.9994135846156957,0.0,0.28144025802612305,1.0197752714157104
feature_33,50000,0.01093999999999995,49437,0.9996764604776253,0.0,-0.0018768252339214087,1.1337318420410156
feature_58,50000,0.01093999999999995,49444,0.9998180090186641,0.0,0.011038979515433311,1.0091094970703125
feature_43,50000,0.006360000000000032,49661,0.9995773117024275,0.0,0.042395345866680145,1.2479851245880127
feature_40,50000,0.006360000000000032,49671,0.9997785918441287,0.0,-0.03056585229933262,1.2511125802993774
feature_17,50000,0.0046199999999999575,49749,0.9995981434226124,0.0,0.1508682370185852,1.117652177810669
feature_08,50000,0.0017599999999999838,49893,0.9996193300208367,0.0,-0.04544958099722862,0.9235338568687439
feature_54,50000,0.0012199999999999989,49922,0.9996595846933258,0.0,0.02943212352693081,1.1336454153060913
feature_51,50000,0.0012199999999999989,49923,0.9996796091231303,0.0,0.02138872630894184,1.1247488260269165
feature_75,50000,0.000020000000000020002,49928,0.998579971599432,0.0,-0.05309920012950897,0.8527470231056213
feature_76,50000,0.000020000000000020002,49966,0.999339986799736,0.0,-0.051050443202257156,0.8436230421066284
feature_10,50000,0.0,9,0.00018,0.0,4.80786,2.559160452257732
feature_09,50000,0.0,17,0.00034,0.0,36.23206,25.60440290568011
feature_11,50000,0.0,21,0.00042,0.0,196.99578,176.1101787012653
feature_61,50000,0.0,603,0.01206,0.0,-0.016526946797966957,1.0503439903259277
feature_23,50000,0.0,4753,0.09506,0.0,0.0840146467089653,1.0524682998657227
feature_30,50000,0.0,4754,0.09508,0.0,0.15790027379989624,1.1201646327972412
feature_20,50000,0.0,4754,0.09508,0.0,0.06911056488752365,1.0540727376937866
feature_24,50000,0.0,4755,0.0951,0.0,-0.15627723932266235,0.9458847641944885
feature_28,50000,0.0,4755,0.0951,0.0,-0.22430570423603058,1.0260415077209473
feature_25,50000,0.0,4755,0.0951,0.0,0.06707935780286789,1.0750662088394165
feature_22,50000,0.0,4755,0.0951,0.0,-0.07594810426235199,1.0148439407348633
feature_29,50000,0.0,4755,0.0951,0.0,0.08601368218660355,1.0076758861541748
feature_68,50000,0.0,49951,0.99902,0.0,0.00009618957847123966,0.9473814964294434
feature_71,50000,0.0,49953,0.99906,0.0,0.003278795862570405,1.046861171722412
feature_77,50000,0.0,49959,0.99918,0.0,-0.05543551594018936,0.7995460033416748
feature_78,50000,0.0,49965,0.9993,0.0,-0.05297749862074852,0.7717762589454651
feature_13,50000,0.0,49967,0.99934,0.0,0.0007446502568200231,0.976330578327179
feature_72,50000,0.0,49971,0.99942,0.0,-0.004962037783116102,1.0837634801864624
feature_67,50000,0.0,49971,0.99942,0.0,-0.032712213695049286,0.8689459562301636
feature_70,50000,0.0,49973,0.99946,0.0,-0.04011163115501404,0.9412809610366821
feature_69,50000,0.0,49974,0.99948,0.0,-0.0019175183260813355,0.9226522445678711
feature_34,50000,0.0,49975,0.9995,0.0,0.3068179786205292,0.9936246275901794
feature_36,50000,0.0,49975,0.9995,0.0,-0.0010107859270647168,1.0968998670578003
feature_57,50000,0.0,49977,0.99954,0.0,0.0010989977745339274,1.0215480327606201
feature_19,50000,0.0,49978,0.99956,0.0,0.03728711977601051,1.0735347270965576
feature_16,50000,0.0,49980,0.9996,0.0,0.1193213015794754,1.1370422840118408
feature_14,50000,0.0,49982,0.99964,0.0,-0.0048494585789740086,0.9459123611450195
feature_35,50000,0.0,49984,0.99968,0.0,0.30736300349235535,0.9932805299758911
feature_56,50000,0.0,49985,0.9997,0.0,-0.0327550433576107,1.0523053407669067
feature_05,50000,0.0,49985,0.9997,0.0,0.019111575558781624,1.0151766538619995
feature_47,50000,0.0,49986,0.99972,0.0,-0.005608558189123869,1.1390693187713623
feature_07,50000,0.0,49986,0.99972,0.0,0.004969499073922634,1.0445082187652588
feature_37,50000,0.0,49987,0.99974,0.0,-0.028807571157813072,0.9862690567970276
feature_18,50000,0.0,49987,0.99974,0.0,0.03922146558761597,1.0394010543823242
feature_60,50000,0.0,49988,0.99976,0.0,0.004757699090987444,0.9993577599525452
feature_49,50000,0.0,49988,0.99976,0.0,0.0003554241848178208,1.0885311365127563
feature_12,50000,0.0,49988,0.99976,0.0,-0.03813072666525841,0.8734296560287476
feature_38,50000,0.0,49989,0.99978,0.0,-0.0330059640109539,0.9521982073783875
feature_48,50000,0.0,49991,0.99982,0.0,0.0008841264061629772,1.0501197576522827
feature_06,50000,0.0,49992,0.99984,0.0,0.0032296881545335054,1.0272603034973145
feature_59,50000,0.0,49995,0.9999,0.0,-0.000011315612937323749,0.9790911078453064
