feature,rows,missing_fraction,unique_count_sample,unique_fraction_sample,zero_fraction_finite,mean,std
feature_74,235637,0.010248814914465942,232555,0.9971400639733816,0.0,-0.030171360820531845,0.9169917702674866
feature_32,235637,0.010117256627779181,232829,0.9981822313110656,0.0,0.4340759813785553,1.2440764904022217
feature_33,235637,0.010117256627779181,232891,0.9984480371099193,0.0,-0.015483135357499123,0.9878823161125183
feature_58,235637,0.010117256627779181,232959,0.9987395660505974,0.0,-0.01573811285197735,0.9510570168495178
feature_66,235637,0.007299363003263504,233503,0.9982301414604325,0.0,-0.04740232229232788,1.0669134855270386
feature_45,235637,0.007299363003263504,233515,0.9982814417079563,0.0,0.014253905974328518,0.953354001045227
feature_65,235637,0.007299363003263504,233517,0.9982899917492102,0.0,-0.03736681491136551,1.0404304265975952
feature_46,235637,0.007299363003263504,233574,0.9985336679249477,0.0,-0.036609482020139694,0.9782497882843018
feature_62,235637,0.006505769467443523,232901,0.9948612582441991,0.0,-0.17692188918590546,0.7130081057548523
feature_08,235637,0.006331773023761089,233820,0.9986119712144185,0.0,0.08139283955097198,0.9694348573684692
feature_64,235637,0.005300525808765166,233195,0.9949101489837364,0.0,-0.16447515785694122,0.602863073348999
feature_63,235637,0.005101066470885263,233211,0.9947789365922324,0.0,-0.14399069547653198,0.6099133491516113
feature_17,235637,0.004192889911176945,233733,0.996096297022361,0.0,-0.21784594655036926,0.9435396194458008
feature_43,235637,0.001413190627957417,234943,0.9984658144357937,0.0,-0.05221707373857498,0.8558061122894287
feature_40,235637,0.001413190627957417,234950,0.9984955631863461,0.0,0.01114746555685997,0.8517653942108154
feature_75,235637,0.0013325581296655953,234099,0.9947986384671281,0.0,-0.009569874964654446,0.9527184963226318
feature_76,235637,0.0013325581296655953,234439,0.9962434611151482,0.0,-0.016806773841381073,0.9118473529815674
feature_77,235637,0.00047955117405162895,234711,0.9965481224843328,0.0,-0.013147825375199318,0.9124112129211426
feature_78,235637,0.00047955117405162895,234813,0.9969811993682173,0.0,-0.0191990714520216,0.8861547708511353
feature_51,235637,0.0003055547303691952,235149,0.9982340330694288,0.0,-0.08263252675533295,0.9360144734382629
feature_54,235637,0.0003055547303691952,235201,0.9984547789357502,0.0,0.0452243871986866,0.9285672307014465
feature_37,235637,0.000072144866892776,235310,0.9986843222137339,0.0,0.04020923376083374,0.931993842124939
feature_16,235637,8.487631399156648e-6,234640,0.9957773675387782,0.0,-0.18350154161453247,0.9192485213279724
feature_19,235637,4.243815699522813e-6,235240,0.9983194418509905,0.0,-0.03131718561053276,1.064136266708374
feature_57,235637,4.243815699522813e-6,235242,0.9983279295184098,0.0,0.031045859679579735,1.0345098972320557
feature_56,235637,4.243815699522813e-6,235268,0.9984382691948599,0.0,-0.034786615520715714,0.9936017990112305
feature_18,235637,4.243815699522813e-6,235300,0.9985740718735677,0.0,-0.0017974738730117679,1.0287011861801147
feature_10,235637,0.0,9,0.00003819434129614619,0.0,4.804139417833363,2.997633593814028
feature_09,235637,0.0,22,0.00009336394539057958,0.0,32.29484333954345,23.647832192932036
feature_11,235637,0.0,31,0.00013155828668672578,0.0,163.4647063067345,157.03904744898824
feature_61,235637,0.0,1699,0.0072102428735724864,0.0,0.01241135224699974,1.1123104095458984
feature_29,235637,0.0,33042,0.14022415834525137,0.0,-0.1972980946302414,0.8797935843467712
feature_30,235637,0.0,33046,0.14024113360804966,0.0,-0.2322354018688202,0.9572118520736694
feature_23,235637,0.0,33063,0.14031327847494238,0.0,0.07976683974266052,0.9529107809066772
feature_25,235637,0.0,33064,0.14031752229064196,0.0,0.0902290865778923,1.025486707687378
feature_20,235637,0.0,33068,0.14033449755344024,0.0,-0.24530403316020966,0.8979169130325317
feature_28,235637,0.0,33068,0.14033449755344024,0.0,-0.20636972784996033,1.0020579099655151
feature_22,235637,0.0,33069,0.14033874136913982,0.0,0.051178816705942154,0.9663993120193481
feature_24,235637,0.0,33069,0.14033874136913982,0.0,0.5912829041481018,1.4793022871017456
feature_68,235637,0.0,234621,0.9956882832492351,0.0,-0.02518174983561039,0.8735322952270508
feature_71,235637,0.0,234731,0.9961551029761879,0.0,-0.021123655140399933,0.9074336290359497
feature_13,235637,0.0,234764,0.9962951488942738,0.0,-0.028262335807085037,0.8987880945205688
feature_69,235637,0.0,234945,0.9970632795358964,0.0,-0.04286119341850281,0.9458154439926147
feature_72,235637,0.0,234992,0.9972627388737761,0.0,-0.040057361125946045,0.9861148595809937
feature_14,235637,0.0,234995,0.9972754703208749,0.0,-0.04476680979132652,0.9806703329086304
feature_67,235637,0.0,235015,0.9973603466348664,0.0,-0.047195084393024445,0.9341192245483398
feature_12,235637,0.0,235045,0.9974876611058535,0.0,-0.04455509036779404,0.9531192183494568
feature_70,235637,0.0,235116,0.9977889720205231,0.0,-0.0387907437980175,0.988684892654419
feature_34,235637,0.0,235239,0.9983109613515704,0.0,0.46233633160591125,1.2811836004257202
feature_35,235637,0.0,235243,0.9983279366143687,0.0,0.46025556325912476,1.276544451713562
feature_36,235637,0.0,235270,0.9984425196382571,0.0,0.002674082526937127,0.93116295337677
feature_38,235637,0.0,235322,0.9986631980546349,0.0,0.045296039432287216,0.9181317090988159
feature_05,235637,0.0,235344,0.9987565620000255,0.0,-0.038613416254520416,1.0147929191589355
feature_07,235637,0.0,235347,0.9987692934471242,0.0,-0.014126189984381199,1.058964729309082
feature_06,235637,0.0,235348,0.9987735372628237,0.0,-0.004909978248178959,1.0597041845321655
feature_60,235637,0.0,235356,0.9988074877884203,0.0,-0.007102244067937136,0.9360687732696533
feature_49,235637,0.0,235359,0.998820219235519,0.0,-0.0043623619712889194,0.8530985713005066
feature_47,235637,0.0,235365,0.9988456821297165,0.0,-0.01067512109875679,1.1400678157806396
feature_48,235637,0.0,235431,0.9991257739658882,0.0,-0.0004318148421589285,0.7999286651611328
feature_59,235637,0.0,235434,0.9991385054129869,0.0,-0.002192247426137328,0.9203273057937622
